Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RF00994-1051","","RNA Gene","","2","GC08M013596","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1051"
"RF00994-1052","","RNA Gene","","2","GC08M013788","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1052"
"RF00994-1054","","RNA Gene","","2","GC08M018982","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1054"
"RF00994-1055","","RNA Gene","","2","GC08M023585","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1055"
"RF00994-1056","","RNA Gene","","2","GC08P024724","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1056"
"RF00994-1058","","RNA Gene","","2","GC08M027220","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1058"
"RF00994-1059","","RNA Gene","","2","GC08P028284","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1059"
"RF00994-106","","RNA Gene","","2","GC01P238298","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-106"
"RF00994-1061","","RNA Gene","","2","GC08P039360","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1061"
"RF00994-1062","","RNA Gene","","2","GC08M039591","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1062"
"RF00994-1063","","RNA Gene","","2","GC08M042086","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1063"
"RF00994-1064","","RNA Gene","","2","GC08P044168","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1064"
"RF00994-1065","","RNA Gene","","2","GC08P049278","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1065"
"RF00994-1066","","RNA Gene","","2","GC08P050750","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1066"
"RF00994-1068","","RNA Gene","","2","GC08P051787","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1068"
"RF00994-1069","","RNA Gene","","2","GC08P053526","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1069"
"RF00994-107","","RNA Gene","","2","GC01M238761","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-107"
"RF00994-1071","","RNA Gene","","2","GC08P058516","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1071"
"RF00994-1073","","RNA Gene","","2","GC08M063239","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1073"
"RF00994-1074","","RNA Gene","","2","GC08M067135","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1074"
"RF00994-1075","","RNA Gene","","2","GC08M068450","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1075"
"RF00994-1076","","RNA Gene","","2","GC08M071473","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1076"
"RF00994-1078","","RNA Gene","","2","GC08P081943","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1078"
"RF00994-1079","","RNA Gene","","2","GC08M083109","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1079"
"RF00994-1080","","RNA Gene","","2","GC08M087233","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1080"
"RF00994-1081","","RNA Gene","","2","GC08P092317","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1081"
"RF00994-1082","","RNA Gene","","2","GC08P094370","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1082"
"RF00994-1084","","RNA Gene","","2","GC08M098530","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1084"
"RF00994-1085","","RNA Gene","","2","GC08M105204","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1085"
"RF00994-109","","RNA Gene","","2","GC01P241314","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-109"
"RF00994-1090","","RNA Gene","","2","GC08M122560","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1090"
"RF00994-1092","","RNA Gene","","2","GC08M135360","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1092"
"RF00994-1096","","RNA Gene","","2","GC08P139053","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1096"
"RF00994-1097","","RNA Gene","","2","GC08M139670","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1097"
"RF00994-1099","","RNA Gene","","2","GC08P141464","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1099"
"RF00994-1100","","RNA Gene","","2","GC08P141954","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1100"
"RF00994-1101","","RNA Gene","","2","GC08M144228","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1101"
"RF00994-1102","","RNA Gene","","2","GC09P000169","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1102"
"RF00994-1103","","RNA Gene","","2","GC09M005027","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1103"
"RF00994-1104","","RNA Gene","","2","GC09P005076","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1104"
"RF00994-1105","","RNA Gene","","2","GC09M007736","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1105"
"RF00994-1106","","RNA Gene","","2","GC09P011825","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1106"
"RF00994-1107","","RNA Gene","","2","GC09P012399","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1107"
"RF00994-1108","","RNA Gene","","2","GC09P013086","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1108"
"RF00994-111","","RNA Gene","","2","GC01P246334","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-111"
"RF00994-1113","","RNA Gene","","2","GC09M018985","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1113"
"RF00994-1115","","RNA Gene","","2","GC09P020892","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1115"
"RF00994-1116","","RNA Gene","","2","GC09M027667","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1116"
"RF00994-1118","","RNA Gene","","2","GC09M029837","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1118"
"RF00994-1119","","RNA Gene","","2","GC09M030506","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1119"
"RF00994-112","","RNA Gene","","2","GC10M000160","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-112"
"RF00994-1120","","RNA Gene","","2","GC09M031812","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1120"
"RF00994-1121","","RNA Gene","","2","GC09M032371","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1121"
"RF00994-1125","","RNA Gene","","2","GC09P054667","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1125"
"RF00994-1126","","RNA Gene","","2","GC09P041592","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1126"
"RF00994-1127","","RNA Gene","","2","GC09P054679","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1127"
"RF00994-1128","","RNA Gene","","2","GC09M061606","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1128"
"RF00994-1129","","RNA Gene","","2","GC09P061802","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1129"
"RF00994-1130","","RNA Gene","","2","GC09P061920","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1130"
"RF00994-1131","","RNA Gene","","2","GC09P064009","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1131"
"RF00994-1132","","RNA Gene","","2","GC09M065537","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1132"
"RF00994-1133","","RNA Gene","","2","GC09M065685","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1133"
"RF00994-1134","","RNA Gene","","2","GC09M067668","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1134"
"RF00994-1135","","RNA Gene","","2","GC09M067778","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1135"
"RF00994-1136","","RNA Gene","","2","GC09M068251","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1136"
"RF00994-1137","","RNA Gene","","2","GC09M070309","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1137"
"RF00994-1139","","RNA Gene","","2","GC09P076284","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1139"
"RF00994-1145","","RNA Gene","","2","GC09P097103","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1145"
"RF00994-1146","","RNA Gene","","2","GC09M093767","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1146"
"RF00994-1148","","RNA Gene","","2","GC09M103995","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1148"
"RF00994-1149","","RNA Gene","","2","GC09P109607","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1149"
"RF00994-115","","RNA Gene","","2","GC10M015866","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-115"
"RF00994-1150","","RNA Gene","","2","GC09M111379","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1150"
"RF00994-1152","","RNA Gene","","2","GC09P111787","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1152"
"RF00994-1153","","RNA Gene","","2","GC09P118256","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1153"
"RF00994-1154","","RNA Gene","","2","GC09P119317","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1154"
"RF00994-1155","","RNA Gene","","2","GC09P126821","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1155"
"RF00994-1157","","RNA Gene","","2","GC0XP010347","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1157"
"RF00994-1159","","RNA Gene","","2","GC0XM013562","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1159"
"RF00994-116","","RNA Gene","","2","GC10M018924","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-116"
"RF00994-1161","","RNA Gene","","2","GC0XM014828","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1161"
"RF00994-1162","","RNA Gene","","2","GC0XP015109","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1162"
"RF00994-1163","","RNA Gene","","2","GC0XM016297","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1163"
"RF00994-1164","","RNA Gene","","2","GC0XM019596","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1164"
"RF00994-1165","","RNA Gene","","2","GC0XP022575","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1165"
"RF00994-1166","","RNA Gene","","2","GC0XP026450","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1166"
"RF00994-1167","","RNA Gene","","2","GC0XM028236","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1167"
"RF00994-117","","RNA Gene","","2","GC10M020377","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-117"
"RF00994-1170","","RNA Gene","","2","GC0XP034954","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1170"
"RF00994-1171","","RNA Gene","","2","GC0XM035054","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1171"
"RF00994-1172","","RNA Gene","","2","GC0XP038944","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1172"
"RF00994-1173","","RNA Gene","","2","GC0XM043783","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1173"
"RF00994-1174","","RNA Gene","","2","GC0XP044398","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1174"
"RF00994-1175","","RNA Gene","","2","GC0XP044579","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1175"
"RF00994-1176","","RNA Gene","","2","GC0XP044939","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1176"
"RF00994-1178","","RNA Gene","","2","GC0XM046356","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1178"
"RF00994-118","","RNA Gene","","2","GC10P020477","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-118"
"RF00994-1180","","RNA Gene","","2","GC0XM050887","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1180"
"RF00994-1181","","RNA Gene","","2","GC0XP050933","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1181"
"RF00994-1182","","RNA Gene","","2","GC0XM052871","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1182"
"RF00994-1183","","RNA Gene","","2","GC0XM053098","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1183"
"RF00994-1184","","RNA Gene","","2","GC0XP053915","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1184"
"RF00994-1186","","RNA Gene","","2","GC0XM066663","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1186"
"RF00994-1187","","RNA Gene","","2","GC0XP068027","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1187"
"RF00994-1188","","RNA Gene","","2","GC0XM068082","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1188"
"RF00994-1189","","RNA Gene","","2","GC0XM069912","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1189"
"RF00994-1190","","RNA Gene","","2","GC0XP070701","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1190"
"RF00994-1192","","RNA Gene","","2","GC0XP078889","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1192"
"RF00994-1193","","RNA Gene","","2","GC0XM079709","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1193"
"RF00994-1194","","RNA Gene","","2","GC0XM083117","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1194"
"RF00994-1195","","RNA Gene","","2","GC0XP086324","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1195"
"RF00994-1197","","RNA Gene","","2","GC0XM091693","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1197"
"RF00994-1198","","RNA Gene","","2","GC0XM092520","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1198"
"RF00994-1199","","RNA Gene","","2","GC0XM095671","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1199"
"RF00994-1200","","RNA Gene","","2","GC0XP095772","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1200"
"RF00994-1201","","RNA Gene","","2","GC0XP097783","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1201"
"RF00994-1202","","RNA Gene","","2","GC0XP099016","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1202"
"RF00994-1203","","RNA Gene","","2","GC0XP103538","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1203"
"RF00994-1204","","RNA Gene","","2","GC0XM107026","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1204"
"RF00994-1205","","RNA Gene","","2","GC0XM107621","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1205"
"RF00994-1206","","RNA Gene","","2","GC0XM110648","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1206"
"RF00994-1207","","RNA Gene","","2","GC0XP111080","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1207"
"RF00994-1209","","RNA Gene","","2","GC0XM117800","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1209"
"RF00994-1210","","RNA Gene","","2","GC0XP118860","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1210"
"RF00994-1211","","RNA Gene","","2","GC0XP125313","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1211"
"RF00994-1212","","RNA Gene","","2","GC0XM126526","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1212"
"RF00994-1213","","RNA Gene","","2","GC0XM126680","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1213"
"RF00994-1214","","RNA Gene","","2","GC0XP129460","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1214"
"RF00994-1215","","RNA Gene","","2","GC0XP130642","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1215"
"RF00994-1216","","RNA Gene","","2","GC0XP132790","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1216"
"RF00994-1218","","RNA Gene","","2","GC0XP135371","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1218"
"RF00994-122","","RNA Gene","","2","GC10P031635","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-122"
"RF00994-1220","","RNA Gene","","2","GC0XM137128","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1220"
"RF00994-1221","","RNA Gene","","2","GC0XP138353","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1221"
"RF00994-1222","","RNA Gene","","2","GC0XM146091","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1222"
"RF00994-1224","","RNA Gene","","2","GC0XP151390","1.04255986213684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00994-1224"
